"LLAVE_AGEB","UNIVERSO_ACT_LEGISLATIVAS","UNIVERSO_AGRICULTURA","UNIVERSO_ALOJAMIENTO_ALIMENTOS_Y_BEBIDAS","UNIVERSO_COMERCIO_MAYOREO","UNIVERSO_COMERCIO_AL_POR_MENOR","UNIVERSO_CONSTRUCCION","UNIVERSO_CORPORATIVOS","UNIVERSO_ELECTRICIDAD_AGUA_Y_GAS","UNIVERSO_IND_MANOFACTURA","UNIVERSO_INF_MEDIOS_MASIVOS","UNIVERSO_MINERIA","UNIVERSO_SERVICIOS_EXCEPTO_GUBERNAMENTALES","UNIVERSO_SERVICIOS_CIENTIFICOS","UNIVERSO_SERVICIOS_EDUCACION","UNIVERSO_SERVICIOS_FINANCIEROS_Y_SEGUROS","UNIVERSO_SERVICIOS_INMOBILIARIOS_Y_ALQUILER","UNIVERSO_SERVICIOS_NEGOCIOS","UNIVERSO_SERVICIOS_RECREATIVOS","UNIVERSO_SERVICIOS_SALUD","UNIVERSO_TRANSPORTE_CORREOS_Y_ALMACENAMIENTO"
"010010001440A",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"0100100014414",0,0,8,6,4,3,0,0,3,0,0,9,0,1,2,2,1,0,0,0
"0100100014433",0,0,9,1,22,2,0,0,0,0,0,5,0,0,0,0,0,0,1,0
"0100100014448",0,0,4,0,8,1,0,0,1,0,0,2,0,2,0,0,0,1,0,0
"0100100014452",0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"0100100014467",0,0,6,0,6,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"0100100014471",0,0,6,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"0100100014486",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100100014490",0,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"0100100014556",2,0,12,19,16,2,0,1,29,0,0,7,1,0,33,3,1,0,0,19
"0100100014560",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"0100101061763",0,0,23,5,33,5,0,0,5,0,0,11,0,5,0,0,3,2,3,0
"0100101201250",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"0100101251763",0,0,2,2,10,0,0,0,3,0,0,3,0,4,0,0,0,0,2,0
"0100101271068",0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100101281759",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"0100101351250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"0100101381176",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100101391180",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100102071759",0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0
"0100102091138",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"0100102394185",0,0,6,1,9,0,0,0,2,0,0,3,0,3,0,1,0,1,1,0
"010010239419A",2,0,21,1,54,0,0,0,9,3,0,17,1,2,0,0,2,1,8,0
"0100102851138",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"0100102933666",0,0,3,0,13,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0
"0100102933929",0,0,11,3,44,0,0,0,6,0,0,16,0,6,0,0,0,0,3,1
"0100102971922",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100103151763",2,0,18,8,36,0,0,0,9,1,0,14,0,5,3,1,2,1,4,0
"0100103451250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"0100103574166",0,0,11,0,21,0,0,0,9,0,0,9,0,5,0,0,0,3,1,0
"0100103574170",0,0,9,3,28,0,0,0,8,0,0,5,0,0,0,0,1,1,0,0
"0100103574382",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100103621759",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"0100103701759",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"0100103791759",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100104011759",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100104071138",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"0100104081138",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"0100104261138",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100104291886",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"0100104792742",2,0,11,0,39,0,0,0,7,1,0,8,0,3,0,0,0,0,4,0
"0100104792757",0,0,5,2,15,1,0,0,6,0,0,8,0,1,0,0,0,1,2,0
"0100104792899",0,0,3,0,8,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0
"0100104793933",0,0,0,0,12,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0
"0100105191138",0,0,3,4,3,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0
"0100105691763",0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
"0100105841138",0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"0100106481138",0,0,0,0,5,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0
"0100106651138",0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"0100107691138",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"0100107721138",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100108151138",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100108631763",0,0,7,0,22,0,0,0,3,0,0,3,0,4,0,0,1,1,2,0
"0100108641759",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100108661138",0,0,10,1,18,0,0,0,3,0,0,5,0,3,0,0,0,0,0,0
"0100108821922",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100108851903",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100108911138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"0100109001886",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100109051922",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100109071941",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"0100109821918",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100109881763",0,0,1,0,2,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0
"0100109921763",0,0,1,7,13,2,0,1,101,0,0,7,0,0,0,0,0,0,0,1
"0100110001763",0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100110253948",0,0,39,3,91,4,0,0,22,0,0,37,6,9,3,3,5,1,6,0
"0100110253952",0,0,3,1,10,1,0,0,2,0,0,4,0,6,0,2,1,2,0,0
"0100110253967",0,0,11,6,9,0,0,0,3,0,0,8,2,2,1,5,1,1,3,1
"0100110254541",0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
"010011027127A",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100111021068",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100111591763",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"0100111661138",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100111671212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"0100111781138",0,0,3,2,11,0,0,0,3,0,0,5,0,2,0,0,0,0,0,0
"0100111801922",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100111831763",0,0,0,0,6,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
"0100111841246",0,0,0,0,0,0,0,0,10,0,0,1,0,0,3,0,1,0,0,0
"0100120081138",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"0100120401138",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"0100120501903",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100120541759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"0100120561763",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"0100120631759",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"0100120641759",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"0100120751759",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"0100121201759",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100121411763",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100121591763",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100121611138",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"0100121741763",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100122021759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"0100122231138",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100122451759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"0100122721759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"0100122791250",0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"0100122851763",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"0100122881068",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"0100123021763",0,0,5,0,1,0,0,0,3,0,0,0,0,0,2,2,0,1,0,2
"0100123081922",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100123231138",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100123281759",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100123331759",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100123681138",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"0100123731759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"010012399127A",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"0100124051759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"0100124081937",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100124091918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"0100124281759",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100124481759",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100124561250",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"0100124631763",0,0,0,0,2,0,0,0,5,0,0,0,0,0,17,0,0,0,0,0
"0100124641138",0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,3
"0100124651918",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"0100124661759",0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
"0100124671759",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"0100124681138",0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"0100124691763",0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0
"0100124721250",0,0,2,1,1,0,0,0,2,0,0,0,0,0,6,5,1,0,0,6
"0100200010122",2,0,1,0,25,0,0,0,6,0,0,8,0,4,0,1,0,3,0,0
"0100200010334",2,0,21,2,74,1,0,2,10,1,0,17,1,2,1,0,3,5,7,1
"0100200010349",4,0,8,1,34,0,0,0,9,1,0,11,1,0,1,3,0,5,3,1
"0100200110156",2,0,19,1,49,0,0,0,7,1,0,12,1,6,0,0,2,1,2,0
"0100200110160",0,0,11,3,37,0,0,0,7,0,0,20,0,0,0,3,1,2,1,1
"010020011025A",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"0100200140029",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100200230033",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100200390067",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100200480033",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"0100200510052",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100200590086",1,0,38,9,77,0,0,1,21,1,0,40,2,8,0,5,1,3,9,0
"0100200590211",0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"0100200590283",3,0,33,1,74,2,0,0,19,1,0,22,1,2,0,0,2,2,12,0
"0100200590298",0,0,19,6,34,0,0,0,6,0,0,19,1,4,2,4,1,1,4,0
"0100200590368",0,0,1,0,9,0,0,0,1,0,0,5,0,0,0,1,0,1,0,0
"0100200590372",0,0,2,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"0100200590387",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"0100201370033",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100201520033",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100202530014",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"0100202760033",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100203310052",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100300010153",1,0,30,8,74,1,0,0,25,0,1,44,1,2,0,5,2,3,8,0
"0100300010168",2,0,20,18,57,0,0,3,14,0,0,33,4,2,0,6,2,3,13,5
"0100300010187",16,0,78,9,266,1,0,1,49,2,0,67,18,11,20,6,9,8,38,2
"0100300010191",0,0,18,2,49,0,0,0,17,0,0,15,1,3,0,1,0,2,2,0
"0100300010204",1,0,55,6,182,0,0,0,45,2,0,45,16,1,5,2,4,7,27,3
"0100300010219",0,0,56,3,123,2,0,0,22,2,0,25,8,8,0,0,3,6,7,1
"0100300010223",0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"0100300010280",0,0,1,0,5,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0
"0100300010295",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"0100300010308",2,0,1,0,4,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0
"0100300320083",0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"0100300360030",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100300430064",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100300470100",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100300550079",2,0,15,1,49,0,0,0,15,0,0,12,0,5,0,0,1,3,2,0
"0100300550172",0,0,13,3,56,2,0,0,71,0,0,16,0,1,3,1,2,0,5,0
"0100300550238",0,0,2,1,5,1,0,0,2,0,0,1,0,0,0,1,1,0,3,1
"0100300550242",0,0,2,0,9,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0
"0100300550257",1,0,10,0,29,0,0,0,6,0,0,15,1,2,0,1,1,1,3,0
"0100300550261",0,0,3,1,16,0,0,0,3,0,0,5,0,2,0,0,0,0,1,0
"0100300550276",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"0100300560100",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100300600064",0,0,2,2,9,1,0,0,3,0,0,1,0,0,0,1,0,0,0,0
"0100300790083",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100300840045",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100300870026",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100300910083",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"0100300950026",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"0100302250064",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"010030320005A",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"0100304260100",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"0100400010080",2,0,27,4,57,0,0,0,13,3,0,13,1,3,2,4,2,4,6,0
"0100400010108",2,0,17,4,70,0,0,1,11,1,0,23,3,0,2,5,0,2,6,1
"0100400010112",0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"0100400010127",1,0,5,0,24,0,0,0,4,0,0,4,0,1,0,1,0,1,0,0
"0100400010131",3,0,5,1,13,0,0,0,8,0,0,5,0,3,0,1,1,2,2,0
"0100400030038",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"0100400110042",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100400930042",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100500010020",5,0,76,7,259,1,0,0,61,0,0,70,8,8,7,6,9,9,23,3
"0100500010124",0,0,2,0,5,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0
"0100500010158",0,0,30,11,57,0,0,1,45,0,0,30,1,4,0,5,1,2,5,0
"0100500010177",1,0,6,0,26,0,0,0,2,0,0,3,1,0,2,0,2,0,3,0
"0100500010228",0,0,3,0,8,2,0,0,1,0,0,7,1,4,0,1,1,0,4,0
"0100500010247",0,0,14,0,53,0,0,0,6,0,0,13,1,4,1,0,1,1,3,0
"0100500010251",0,0,17,8,65,0,0,0,26,0,0,18,1,8,0,5,1,2,1,1
"0100500010355",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100500010374",0,0,17,7,47,1,0,0,25,0,0,23,1,4,0,5,2,4,2,0
"0100500010482",1,0,10,1,17,0,0,0,7,0,0,7,0,0,0,1,0,0,0,0
"0100500010497",0,0,38,5,57,0,0,0,19,0,0,20,0,1,0,2,5,9,5,0
"010050001050A",0,0,12,1,23,0,0,0,9,0,0,4,0,5,0,3,3,2,1,0
"0100500010514",0,0,9,1,44,0,0,0,17,0,0,12,0,0,0,3,1,1,3,0
"0100500010533",18,0,55,7,199,0,0,0,36,1,0,42,4,3,6,4,2,4,18,2
"0100500010548",11,0,36,6,73,0,0,1,37,2,0,27,1,6,3,4,2,3,9,2
"0100500010552",3,0,3,0,17,0,0,0,11,0,0,4,0,1,1,1,0,0,1,0
"0100500010571",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100500010586",0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0
"0100500010622",0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,1,0,1,1,0
"0100500010637",0,0,3,0,5,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0
"0100500010641",0,0,8,2,16,0,0,0,4,0,0,4,0,2,0,0,0,0,0,0
"0100500010656",0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"0100500010660",0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
"0100500010675",0,0,4,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"010050001068A",0,0,5,2,4,2,0,1,2,0,0,6,2,1,0,0,0,0,0,0
"0100500010694",0,0,2,4,5,3,0,0,1,0,0,2,2,0,0,2,6,0,2,0
"0100500130035",0,0,1,0,4,0,0,0,3,0,0,2,0,1,0,1,0,0,1,0
"010050015004A",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"0100500170035",0,0,0,0,5,0,0,0,2,0,0,2,0,2,0,0,0,0,0,1
"010050023043A",2,0,34,21,83,1,0,0,29,1,0,38,11,9,3,10,1,3,19,0
"0100500260035",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"0100500270054",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100500290035",0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"0100500370035",0,0,3,0,16,0,0,0,6,0,0,1,0,3,0,0,0,0,1,0
"0100500400035",0,0,3,0,8,0,0,0,3,0,0,2,0,2,0,0,0,0,0,0
"0100500410302",0,0,2,0,9,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
"0100500410317",0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"0100500410389",4,0,29,1,78,0,0,1,31,2,0,30,2,10,0,6,2,2,9,0
"0100500410393",0,0,16,8,50,0,0,0,18,0,0,14,1,0,0,2,1,1,2,3
"0100500410406",0,0,8,1,10,0,0,0,13,0,0,3,0,0,1,0,1,1,0,0
"0100500410463",0,0,6,2,8,0,0,0,4,0,0,3,1,4,3,1,0,1,1,0
"0100500410478",0,0,15,4,30,0,0,0,11,0,0,20,1,2,1,1,1,2,4,0
"0100500430035",0,0,2,0,6,0,0,0,2,0,0,3,0,3,0,1,1,0,1,0
"0100500480035",0,0,2,1,7,0,0,0,3,0,0,3,0,0,0,1,0,0,0,0
"0100500500035",1,0,26,9,59,2,0,0,24,0,0,18,1,4,1,2,5,0,3,1
"0100500660035",0,0,9,0,35,0,0,0,3,0,0,4,0,4,0,1,0,0,3,1
"0100500760035",0,0,4,1,6,1,0,0,16,0,0,4,0,2,0,0,0,0,1,0
"0100500780035",0,0,15,6,12,0,0,0,4,1,0,8,0,4,0,2,0,0,3,5
"0100500800035",0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"0100500840035",1,0,7,2,19,0,0,0,10,1,0,6,0,4,0,0,1,0,1,0
"0100500920035",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"0100500980035",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100501010035",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"0100501020035",0,0,0,3,6,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0
"0100501050035",0,0,6,5,22,0,0,0,9,0,0,9,1,2,0,1,0,0,1,2
"0100501090016",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"0100501110035",0,0,1,0,12,0,0,0,6,0,0,3,0,4,1,0,0,0,0,1
"0100501120035",0,0,1,2,3,1,0,0,3,0,0,2,0,1,0,0,1,0,0,2
"0100501130035",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100501180035",0,0,1,0,5,1,0,0,10,0,0,7,1,1,2,3,0,2,0,3
"0100501210035",0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100501660069",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"0100501790035",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100501800035",0,0,0,1,5,0,0,0,3,0,0,5,0,3,0,0,0,0,0,0
"0100501820035",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"0100502070035",0,0,1,0,4,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
"0100502080073",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100502100035",0,0,1,0,3,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0
"0100502220035",0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
"0100502230035",0,0,5,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"0100502340035",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"0100502450590",0,0,2,2,5,1,0,0,1,0,0,4,0,0,0,1,0,0,1,0
"0100502450603",0,0,12,4,22,2,0,0,12,0,0,16,1,5,1,3,2,0,1,3
"0100502780035",0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"0100502810035",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"0100502870035",0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
"0100502930073",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100503060054",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"0100503070035",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100503100035",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"0100503110054",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100503160035",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"0100503240035",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"0100503280035",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100503290035",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"0100503450016",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100503670035",0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
"0100503750054",0,0,0,3,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0
"0100503900035",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100503910054",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"0100504130035",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100504190035",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"0100504270444",0,0,18,0,33,0,0,0,10,0,0,20,2,5,0,4,2,2,3,0
"0100504270459",2,0,29,29,43,1,0,0,14,0,0,20,4,5,0,1,5,2,4,6
"0100504280035",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"0100504410054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"0100504580035",0,0,13,59,51,1,0,0,26,0,0,13,2,0,0,1,1,0,0,15
"0100504680618",0,0,8,3,17,3,0,0,4,0,0,12,1,2,0,0,2,0,3,2
"0100504690035",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"0100504710035",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"0100504790035",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100504810054",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100504820711",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"0100504910035",0,0,4,7,4,0,0,0,1,0,0,0,1,0,0,1,2,0,0,2
